date,latitude,longitude,num_of_phone_calls,num_of_new_cases
2020-02-08,51.713508000000004,-1.202001,,1
2020-02-09,51.713508000000004,-1.202001,,0
2020-02-10,51.713508000000004,-1.202001,,0
2020-02-11,51.713508000000004,-1.202001,,0
2020-02-12,51.713508000000004,-1.202001,,0
2020-02-13,51.713508000000004,-1.202001,,0
2020-02-14,51.713508000000004,-1.202001,,0
2020-02-15,51.713508000000004,-1.202001,,0
2020-02-16,51.713508000000004,-1.202001,,0
2020-02-17,51.713508000000004,-1.202001,,0
2020-02-18,51.713508000000004,-1.202001,,0
2020-02-19,51.713508000000004,-1.202001,,0
2020-02-20,51.713508000000004,-1.202001,,0
2020-02-21,51.713508000000004,-1.202001,,0
2020-02-22,51.713508000000004,-1.202001,,0
2020-02-23,51.713508000000004,-1.202001,,0
2020-02-24,51.713508000000004,-1.202001,,0
2020-02-24,50.832214,-0.272967,,1
2020-02-25,51.713508000000004,-1.202001,,0
2020-02-25,51.533390000000004,-0.34379699999999996,,1
2020-02-25,50.832214,-0.272967,,0
2020-02-26,51.533390000000004,-0.34379699999999996,,0
2020-02-26,51.698482,-0.430647,,1
2020-02-26,51.713508000000004,-1.202001,,0
2020-02-26,51.846514,-2.224857,,1
2020-02-26,50.832214,-0.272967,,0
2020-02-27,50.832214,-0.272967,,0
2020-02-27,51.495293,-0.16580699999999998,,1
2020-02-27,53.079427,-2.89404,,0
2020-02-27,51.495293,-0.16580699999999998,,1
2020-02-27,51.713508000000004,-1.202001,,0
2020-02-27,51.698482,-0.430647,,1
2020-02-27,51.533390000000004,-0.34379699999999996,,0
2020-02-27,51.846514,-2.224857,,1
2020-02-27,51.477920000000005,-3.7050339999999995,,0
2020-02-27,53.849858,-1.828136,,1
2020-02-28,51.533390000000004,-0.34379699999999996,,0
2020-02-28,53.796436,-1.369164,,2
2020-02-28,51.736331,0.42734799999999995,,1
2020-02-28,51.477920000000005,-3.7050339999999995,,0
2020-02-28,51.713508000000004,-1.202001,,0
2020-02-28,51.846514,-2.224857,,0
2020-02-28,51.495293,-0.16580699999999998,,1
2020-02-28,50.832214,-0.272967,,0
2020-02-28,53.079427,-2.89404,,0
2020-02-28,53.849858,-1.828136,,0
2020-02-28,51.698482,-0.430647,,1
2020-02-28,51.495293,-0.16580699999999998,,1
2020-02-29,51.713508000000004,-1.202001,,0
2020-02-29,53.849858,-1.828136,,0
2020-02-29,51.477920000000005,-3.7050339999999995,,0
2020-02-29,53.796436,-1.369164,,0
2020-02-29,51.736331,0.42734799999999995,,0
2020-02-29,51.495293,-0.16580699999999998,,0
2020-02-29,51.698482,-0.430647,,0
2020-02-29,51.846514,-2.224857,,0
2020-02-29,51.495293,-0.16580699999999998,,0
2020-02-29,50.832214,-0.272967,,2
2020-02-29,51.533390000000004,-0.34379699999999996,,0
2020-02-29,53.079427,-2.89404,,0
2020-03-01,53.079427,-2.89404,,0
2020-03-01,53.423589,-1.428387,,1
2020-03-01,53.849858,-1.828136,,0
2020-03-01,53.785253000000004,-0.35988000000000003,,1
2020-03-01,51.495293,-0.16580699999999998,,0
2020-03-01,51.495293,-0.16580699999999998,,0
2020-03-01,52.582682999999996,-1.9395060000000002,,1
2020-03-01,52.582682999999996,-1.9395060000000002,,1
2020-03-01,53.571073,-2.406088,,1
2020-03-01,53.361711,-2.997689,,1
2020-03-01,51.528597999999995,0.11285899999999999,,1
2020-03-01,51.713508000000004,-1.202001,,0
2020-03-01,53.785253000000004,-0.35988000000000003,,1
2020-03-01,53.867143000000006,-2.4005419999999997,,2
2020-03-01,52.582682999999996,-1.9395060000000002,,1
2020-03-01,53.387710999999996,-2.1345419999999997,,1
2020-03-01,51.698482,-0.430647,,1
2020-03-01,51.846514,-2.224857,,0
2020-03-01,53.796436,-1.369164,,0
2020-03-01,51.533390000000004,-0.34379699999999996,,0
2020-03-01,50.832214,-0.272967,,0
2020-03-01,51.477920000000005,-3.7050339999999995,,0
2020-03-01,51.736331,0.42734799999999995,,0
2020-03-02,52.379803,-1.250443,,2
2020-03-02,51.528597999999995,0.11285899999999999,,0
2020-03-02,51.477920000000005,-3.7050339999999995,,0
2020-03-02,53.571073,-2.406088,,0
2020-03-02,50.832214,-0.272967,,0
2020-03-02,51.533390000000004,-0.34379699999999996,,1
2020-03-02,53.498931999999996,-1.453454,,1
2020-03-02,51.577538,0.087143,,1
2020-03-02,50.229841,-5.256896,,1
2020-03-02,53.584984,-2.104884,,1
2020-03-02,53.423589,-1.428387,,0
2020-03-02,51.846514,-2.224857,,0
2020-03-02,55.00314300000001,-1.6478259999999998,,1
2020-03-02,53.424315,-1.329343,,1
2020-03-02,51.698482,-0.430647,,0
2020-03-02,51.495293,-0.16580699999999998,,4
2020-03-02,53.079427,-2.89404,,0
2020-03-02,51.736331,0.42734799999999995,,0
2020-03-02,53.867143000000006,-2.4005419999999997,,0
2020-03-02,51.713508000000004,-1.202001,,1
2020-03-02,51.537326,-0.487335,,1
2020-03-02,53.796436,-1.369164,,0
2020-03-02,51.495293,-0.16580699999999998,,4
2020-03-02,53.849858,-1.828136,,0
2020-03-02,53.41061,-2.432071,,3
2020-03-02,52.582682999999996,-1.9395060000000002,,0
2020-03-02,53.785253000000004,-0.35988000000000003,,0
2020-03-02,52.684794,-1.8030490000000001,,1
2020-03-02,53.387710999999996,-2.1345419999999997,,0
2020-03-02,53.361711,-2.997689,,0
2020-03-02,53.785253000000004,-0.35988000000000003,,0
2020-03-02,52.379803,-1.250443,,2
2020-03-02,52.582682999999996,-1.9395060000000002,,0
2020-03-02,52.379803,-1.250443,,2
2020-03-02,52.582682999999996,-1.9395060000000002,,0
2020-03-03,53.785253000000004,-0.35988000000000003,,0
2020-03-03,51.495293,-0.16580699999999998,,0
2020-03-03,53.41061,-2.432071,,0
2020-03-03,53.785253000000004,-0.35988000000000003,,0
2020-03-03,51.577538,0.087143,,0
2020-03-03,53.849858,-1.828136,,0
2020-03-03,52.582682999999996,-1.9395060000000002,,0
2020-03-03,51.477920000000005,-3.7050339999999995,,0
2020-03-03,50.229841,-5.256896,,0
2020-03-03,53.361711,-2.997689,,0
2020-03-03,51.533390000000004,-0.34379699999999996,,1
2020-03-03,53.796436,-1.369164,,0
2020-03-03,53.475328000000005,-2.201278,,1
2020-03-03,53.51799200000001,-2.603119,,2
2020-03-03,52.379803,-1.250443,,0
2020-03-03,51.713508000000004,-1.202001,,3
2020-03-03,52.379803,-1.250443,,0
2020-03-03,51.434182,-0.788245,,1
2020-03-03,52.379803,-1.250443,,0
2020-03-03,51.607811,-0.33570300000000003,,1
2020-03-03,51.480515999999994,-2.605734,,1
2020-03-03,53.387710999999996,-2.1345419999999997,,0
2020-03-03,51.736331,0.42734799999999995,,1
2020-03-03,51.434182,-0.788245,,1
2020-03-03,51.434182,-0.788245,,1
2020-03-03,51.846514,-2.224857,,0
2020-03-03,50.832214,-0.272967,,0
2020-03-03,53.498931999999996,-1.453454,,2
2020-03-03,51.698482,-0.430647,,5
2020-03-03,51.537326,-0.487335,,0
2020-03-03,52.582682999999996,-1.9395060000000002,,0
2020-03-03,52.45018100000001,0.04426,,1
2020-03-03,53.571073,-2.406088,,0
2020-03-03,53.584984,-2.104884,,0
2020-03-03,53.079427,-2.89404,,0
