(54.710425, -1.252518)
(54.573231, -1.203255)
(54.566347, -0.983672)
(54.571216, -1.325771)
(54.51781, -1.566029)
(53.327498, -2.660201)
(53.435043, -2.563079)
(53.749398, -2.481657)
(53.781676, -3.023453)
(53.785253, -0.35988)
(53.823074, -0.194259)
(53.57075, -0.053367)
(53.655245, -0.588612)
(53.962216, -1.090804)
(53.953113, -1.053834)
(52.934264, -1.465293)
(52.637079, -1.106056)
(52.682441, -0.74215)
(52.962075, -1.151282)
(52.037534, -2.703419)
(52.676093, -2.488337)
(53.022784, -2.168482)
(51.386428, -2.445249)
(51.480516, -2.605734)
(51.321347, -2.958118)
(51.527534, -2.504876)
(50.371571, -4.11847)
(50.427581, -3.587083)
(51.564248, -1.785647)
(52.61748, -0.270448)
(51.879736, -0.39844)
(51.537159, 0.685255)
(51.539126, 0.405286)
(51.373861, 0.533883)
(51.434182, -0.788245)
(51.382126, -1.149968)
(51.431561, -0.971252)
(51.533117, -0.622239)
(51.477284, -0.643177)
(51.439864, -0.901299)
(51.979278, -0.725808)
(50.862758, -0.151093)
(50.792894, -1.071852)
(50.914723, -1.369066)
(50.749533, -1.323151)
(54.809287, -1.634685)
(53.335111, -2.228112)
(53.264435, -2.837175)
(52.416406, -2.391389)
(50.229841, -5.256896)
(49.9231, -6.307454)
(51.072375, -1.802497)
(52.1456, -0.430045)
(52.016638, -0.625902)
(55.127899, -1.558155)
(50.751548, -1.868856)
(50.841739, -2.893535)
(53.571073, -2.406088)
(53.551018, -2.245484)
(53.475328, -2.201278)
(53.584984, -2.104884)
(53.590728, -2.236378)
(53.500574, -2.353237)
(53.387711, -2.134542)
(53.50574, -2.083367)
(53.41061, -2.432071)
(53.517992, -2.603119)
(53.426943, -2.833683)
(53.40574, -2.887165)
(53.471449, -2.724367)
(53.473415, -2.968352)
(53.361711, -2.997689)
(53.498932, -1.453454)
(53.44628, -1.224837)
(53.424315, -1.329343)
(53.423589, -1.428387)
(55.003143, -1.647826)
(54.999021, -1.506345)
(54.982679, -1.397462)
(54.81377, -1.456696)
(52.429271, -1.835574)
(52.455826, -1.476585)
(52.535011, -2.115989)
(52.491619, -1.973917)
(52.411875, -1.795268)
(52.582683, -1.939506)
(52.603937, -2.162955)
(53.849858, -1.828136)
(53.714971, -1.875399)
(53.680144, -1.688757)
(53.796436, -1.369164)
(53.617173, -1.355452)
(54.889003, -1.565496)
(51.511609, -0.087199)
(51.528598, 0.112859)
(51.647594, -0.191668)
(51.442831, 0.171539)
(51.581227, -0.307779)
(51.391842, 0.081282)
(51.538702, -0.150493)
(51.319802, -0.140815)
(51.53339, -0.343797)
(51.638858, -0.085347)
(51.479301, 0.078536)
(51.533355, -0.087155)
(51.488359, -0.20584)
(51.585171, -0.06435)
(51.607811, -0.335703)
(51.564588, 0.201935)
(51.537326, -0.487335)
(51.45102, -0.426036)
(51.56936, -0.125151)
(51.495293, -0.165807)
(51.408828, -0.289958)
(51.456663, -0.100941)
(51.466313, -0.000939)
(51.424842, -0.195114)
(51.539621, 0.061411)
(51.577538, 0.087143)
(51.483702, -0.230191)
(51.490129, -0.082452)
(51.384366, -0.174258)
(51.521948, -0.039644)
(51.594456, -0.008745)
(51.481087, -0.133947)
(51.511906, -0.131863)
(51.670024, -0.828998)
(52.450181, 0.04426)
(54.121075, -3.226962)
(53.237709, -1.435614)
(50.683516, -4.246609)
(51.051352, 0.17686)
(51.736331, 0.427348)
(51.846514, -2.224857)
(50.933179, -1.826815)
(51.698482, -0.430647)
(51.289681, 0.835814)
(53.867143, -2.400542)
(52.527227, -0.9067)
(52.662436, -0.487564)
(52.60432, 1.734138)
(52.406646, -0.728717)
(53.993951, -1.502303)
(53.16081, -1.181813)
(51.713508, -1.202001)
(50.941529, -2.639066)
(52.684794, -1.803049)
(52.084439, 0.578139)
(51.325448, -0.26122)
(52.379803, -1.250443)
(50.832214, -0.272967)
(52.146828, -2.239741)
(54.721867, -6.22179)
(54.258882, -6.522832)
(54.57722, -5.939986)
(54.953902, -6.564297)
(54.722134, -7.389056)
(54.478584, -8.088848)
(54.59237, -5.800166)
(54.72811, -5.78201)
(54.546522, -6.716952)
(54.376732, -5.858847)
(54.55158, -5.768525)
(56.133246, -3.847852)
(54.831452, -4.457089)
(55.625745, -4.494167)
(55.909943, -2.85737)
(55.793045, -4.30148)
(58.245886, -6.347003)
(56.017986, -3.909326)
(56.825416, -5.097014)
(55.943045, -4.765925)
(55.861262, -3.064319)
(57.661845, -3.322439)
(55.754216, -4.685417)
(58.979764, -2.957183)
(55.71825, -3.336208)
(60.152673, -1.141394)
(55.557619, -4.641772)
(55.687573, -3.732791)
(56.074476, -4.377466)
(57.159649, -2.117954)
(57.693041, -2.006736)
(56.329512, -5.181339)
(55.932202, -3.137653)
(55.818681, -4.471668)
(55.944683, -4.552327)
(55.878066, -3.592132)
(56.516678, -2.817918)
(56.493649, -3.019987)
(55.903648, -4.198105)
(56.291366, -3.226257)
(56.411918, -3.471485)
(55.862628, -4.180573)
(55.769829, -3.919062)
(53.262771, -4.091955)
(52.850925, -4.045432)
(53.032333, -3.805649)
(53.089173, -3.292924)
(53.195112, -3.024606)
(53.079427, -2.89404)
(52.243787, -4.262979)
(51.677478, -4.709715)
(51.685988, -4.252144)
(51.67025, -3.935)
(51.662105, -3.801541)
(51.47792, -3.705034)
(51.4332, -3.19034)
(51.515204, -3.249374)
(51.585675, -3.419262)
(51.716905, -3.23178)
(51.733822, -3.132118)
(51.712928, -3.056604)
(51.713072, -2.703873)
(51.608707, -2.953716)
(52.240039, -3.384441)
(51.665673, -3.297438)
